,link,title,content,location,loc,point,latitude,longitude,jalan,kec,kabkot,prov,date,day,month,time,age,truck,car,motorcycle,bicycle,train,bus,die,injured
3724,https://radarsidoarjo.jawapos.com/kriminal-delta/18/08/2020/tabrak-kereta-tiga-warga-jojoran-tewas-dua-lainnya-luka,"Tabrak Kereta, Tiga Warga Jojoran Tewas, Dua Lainnya Luka","SIDOARJO Mahendra Wicaksono , 39 , warga Jojoran 3A , Blok 2/2 B RT 14/RW 12 Desa Mojo Gubeng , Kota Surabaya , tewas setelah terlibat dalam kecelakaan kereta api ( KA ) . Lokasinya di perlintasan KA Tawangsari , Gilang , Taman , Senin ( 17/8 ) sekitar pukul 13.05 . Selain Mahendra Wicaksono , istrinya Nina Pramudianasari , 38 , serta anaknya Azam , 4 , juga harus meregang nyawa di tempat . Satu keluarga itu harus tewas setelah mobil Isuzu Panter L1197 KA ditabrak KA Sri Tanjung No KA 302 jurusan Lempuyangan Yogya-Surabaya . Kapolsek Taman Kompol Hery Setyo yang langsung meninjau lokasi menceritakan , jika korban awalnya melaju dari arah selatan ke utara menggunakan mobilnya . Namun tepat di perlintasan KA Gilang , mobil yang dikendarai para korban itu tertabrak kereta yang melaju dari arah barat ke timur , katanya . Akibatnya mobil warna biru itu mengalami ringsek berat . Tak hanya itu , dua penumpang lainnya , Abizal , 3 , Abial , 8 , mengalami luka-luka . Para korban lalu dilarikan ke RS Siti Khodijah . Polisi yang datang ke lokasi melakukan olah TKP dan memeriksa saksi-saksi . Selain itu petugas kepolisian juga telah mengamankan barang bukti . Kerugian materil diduga mencapai Rp 25 juta . Diduga kecelakaan terjadi akibat kelalaikan pengemudi Isuzu Panter , katanya .",,,,,,,,,,2020-08-17,Monday,August,siang,"[39, 38, 4, 3, 8]",0,1,0,0,1,0,1,2
943,https://radarkediri.jawapos.com/read/2020/08/18/209589/tiga-korban-tewas-kecelakaan-kereta-tanpa-palang-pintu,Tiga Korban Tewas Kecelakaan Kereta tanpa Palang Pintu,"KABUPATEN , JP Radar Kediri Rencana Suwito , 60 dan Nur Khotim , 55 mengantar saudaranya Etik , 50 berobat berakhir tragis . Ketiganya tewas mengenaskan tertabrak kereta api di perlintasan kereta Dusun Gempolan , Desa Baye , Kecamatan Kayen Kidul . Kecelakaan maut ini berlangsung kemarin pagi ( 17/8 ) sekitar pukul 08.45 . Pagi itu , Suwito dan istrinya Nur Khotim bermaksud pergi ke Pare untuk mengantar Etik kontrol . Kurang tahu sakitnya apa , tapi niatnya memang untuk terapi , terang tetangga Suwito yang enggan menyebut namanya saat ditemui Jawa Pos Radar Kediri di rumah duka kemarin . Mereka mengendarai Isuzu Panther AG 1389 GN . Dari rumah yang berada di Desa Ngebrak , Kecamatan Gampengrejo mereka mencari jalur alternatif menuju Pare dengan melintasi Desa Baye , Kecamatan Kayen Kidul . Mendekati perlintasan kereta api , Suwito yang melaju dari arah barat berada di belakang sepeda motor Honda Scoopy . Saat melihat motor yang tidak diketahui nopolnya itu bisa melintas , Suwito ikut melewati rel . Mobil akhirnya lewat ( rel ) ikut motor yang di depannya . Tapi pas di tengah ( perlintasan ) tiba-tiba ( Panther ) mati , terang Joko , saksi yang berada di ladang yang tak jauh dari lokasi . Kejadian itu begitu cepat . Suwito masih kaget saat mobilnya macet . Joko yang sempat melihat kereta hendak melintas berusaha berteriak mengingatkan Suwito . Tapi , karena kaca mobil yang tertutup dan Joko yang berada di tempat terbuka membuat teriakan Joko tidak ada artinya . Begitu juga klakson masinis Kereta Api Dhoho jurusan Surabaya Blitar tak bisa menyelamatkan ketiga orang yang masih panik di dalam mobil . Kecelakaan tagis itu pun tak bisa dihindari . Moncong kereta yang melaju dari utara itu menghantam keras bodi mobil seberat dua ton hingga terseret sejauh 300 meter . Sampai kereta apinya benar-benar berhenti , imbuh Joko . Begitu kereta api berhasil berhenti , terlihat kondisi mobil nyaris hancur . Bagian bodi kiri mobil sudah ringsek ke dalam sehingga mobil hampir gepeng . Warga yang melihat pun berusaha membantu proses evakuasi korban . Satu orang di belakang , dua orang di depan . Ketiganya sudah meninggal di lokasi , terang Kanitlakalantas Polres Kediri Ipda Aris Sugiharto . Pemeriksaan sementara , penyebabnya karena pengemudi mobil tidak memerhatikan kondisi sekitar perlintasan saat menyeberang . Padahal , persimpangan saat kejadian tidak ada palang pintu , alarm dan penjaga . Kurang hati-hatinya korban , dan sopir yang sudah lanjut usia diduga tidak mendengar ada kereta yang hendak melintas , imbuh Aris . Proses evakuasi korban itu memakan waktu sekitar 30 menit . Dengan posisi mobil masih berada di dalam badan rel kereta api . Polisi dibantu warga sekitar berhasil memindahkan seluruh korban sekitar pukul 09.15 WIB . Lantas semua korban dibawa ke Rumah Sakit ( RS ) Bhayangkara Kota Kediri untuk proses visum , terang Aris . Mobil yang masih melintang di rel kereta api akhirnya didorong sekitar 15 warga ke bagian selatan dan terguling di ladang . Kereta pun melanjutkan perjalanan . Kemarin , suasana duka masih melingkupi rumah Suwito dan Nur Khotim . Keduanya harus meninggalkan dua anak . Hingga pukul 15.00 kemarin , jasad keduanya dan Etik masih di RS Bhayangkara dan belum dimakamkan .",desa ngebrak kecamatan gampengrejo pare desa baye kecamatan kayen kidul,,,,,,,,,2020-08-17,Monday,August,pagi,"[60, 55, 50]",0,1,1,0,1,0,1,0
2682,https://radarmadiun.jawapos.com/hendak-menyalip-innova-diseruduk-harapan-jaya-radar-madiun,"Hendak Menyalip, Innova Diseruduk Harapan Jaya ÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Radar Madiun","NGAWI , Jawa Pos Radar Ngawi Keberuntungan masih menaungi I Made Wijaya . Warga asal Kuta , Bali , itu lolos dari maut meski mobil yang dikemudikannya terlibat kecelakaan dengan sebuah bus di jalan tol Ngawi-Solo Km 557 masuk Desa Gendingan , Widodaren , Minggu malam ( 16/8 ) . Kejadian sekitar pukul 20.00 itu bermula saat Toyota Innova nopol B 9760 BAS berpenumpang empat orang yang disopiri Made melaju dari arah timur . Searah di belakangnya ada bus Harapan Jaya nopol AG 7368 US yang dikemudikan Markus , 53 , warga Desa Rejosari , Gondang , Tulungagung . Sesampainya di tempat kejadian perkara ( TKP ) , Innova bermaksud mendahului kendaraan di depannya yang tidak diketahui identitasnya . Saat mengambil haluan ke kanan , Made tidak melihat adanya bus Harapan Jaya di belakangnya . Karena jarak yang sudah dekat terjadilah tabrak depan bus dengan bagian belakang Innova , kata Kanit Laka Lantas Polres Ngawi Ipda Sulanjar Tri Setiawan Senin ( 17/8 ) . Setelah diseruduk bus , Innova oleng ke kiri dan menabrak guardrail pembatas jalan sebelum akhirnya berhenti . Beruntung , Made maupun para penumpang tidak mengalami luka serius . Pengemudi kedua kendaraan masih kami mintai keterangan terkait penyebab kecelakaan , sebutnya .",jalan tol ngawi-solo km 557 desa gendingan,,,,,,,,,2020-08-16,Sunday,August,malam,[53],0,1,0,0,0,1,1,0
252,https://news.detik.com/berita-jawa-timur/d-5136852/sebuah-mobil-tertabrak-kereta-api-di-sidoarjo-ayah-ibu-anak-tewas,"Sebuah Mobil Tertabrak Kereta Api di Sidoarjo, Ayah Ibu Anak Tewas","Sidoarjo - Sebuah mobil Toyota Kijang LGX berpenumpang 5 orang tertabrak Kereta Api Sri Tanjung . Kecelakaan itu membuat 3 penumpang Kijang tewas dan 2 lainnya terluka . Sebuah Kijang LGX nopol L 1197 KA berjalan dari Taman ke sebuah perumahan . Tepat di perlintasan kereta di Desa Gilang Kecamatan Taman Sidoarjo ditabrak KA Sri Tanjung no KA 302 yang berjalan dari Mojokerto ke Surabaya . Kanit Laka Satlantas Polresta Sidoarjo AKP Sugeng Sulistiyono mengatakan kecelakaan maut itu terjadi di Desa Gilang Kecamatan Taman Sidoarjo . Sebuah mobil Toyota Kijang LGX ditabrak kereta api Sri Tanjung jurusan Yogja ke Surabaya . Dua penumpang mengalami luka-luka , '' kata Sugeng saat dihubungi detikcom , Minggu ( 17/8/2029 ) . Sugeng menambahkan kecelakaan terjadi diduga petugas tidak menutup palang pintu perlintasan . Korban yang meninggal pengemudi bernama Mahendra Wicaksono ( 39 ) , Nina Pramudianasari ( 38 ) , dan Azam ( 4 ) . Sedangkan yang mengalami luka-luka bernama Andrian ( 8 ) dan Abizal ( 3 ) , semuanya warga Jojoran 3 A Desa Mojo , Gubeng , Surabaya . Sugeng menjelaskan , mobil Toyota Kijang LGX saat di tabrak kereta api Sri Tanjung sempat terseret sejauh 27 meter . Sehingga kondisi mobil mengalami rusak parah . `` Semua korban dilarikan ke rumah sakit Siti Khodijah Taman Sidoarjo . Semuanya satu keluarga , '' jelas Sugeng .",desa gilang kecamatan taman sidoarjo sri tanjung 302 mojokerto surabaya,,,,,,,,,2020-08-17,Monday,August,,"[39, 38, 4, 8, 3]",0,1,0,0,1,0,2,2
253,https://news.detik.com/berita-jawa-timur/d-5136672/sebuah-mobil-tertabrak-kereta-api-di-kediri-tiga-orang-tewas,"Sebuah Mobil Tertabrak Kereta Api di Kediri, Tiga Orang Tewas","Kediri - Sebuah mobil tertabrak kereta api di perlintasan tanpa palang pintu di Desa Baye , Kayen Kidul , Kediri . Kejadian ini menewaskan tiga orang . Kecelakaan berawal saat KA Dhoho jurusan Surabaya-Blitar melintas di perlintasan kereta api tanpa palang pintu dari arah utara ke selatan . Mobil Izusu Panther warna hitam dengan nomor polisi AG 1389 GN , melintas dari arah barat ke timur dengan satu sopir dan dua orang penumpang . Karena jarak yang diduga sudah dekat , mobil tersebut tertabrak kereta api . Mobil sempat terseret hingga kurang lebih 300 meter . Bagian samping mobil penyok tertabrak kereta . Warga yang mengetahui kejadian tersebut juga langsung berusaha untuk membantu mengevakuasi kendaraan . Ketiga korban yang tewas di lokasi langsung dibawa ke rumah sakit . Ketiga korban tewas adalah Suwito ( 65 ) dan Nur Kotim ( 55 ) , keduanya warga Desa Ngebrak , Kecamatan Gampengrejo . Satu korbn lagi aalah Etik ( 50 ) , warga Kelurahan Ngampel , Kecamatan Mojoroto , Kota Kediri . Berdasar pantauan di lokasi , di lokasi kecelakaan tersebut juga tidak ada palang pintu maupun petugas terkait , sehingga pengguna jalan yang melintas harus meningkatkan kewaspadaan sebelum melintas .",desa baye kayen kidul kediri,,,,,,,,,,,,,"[65, 55, 50]",0,1,0,0,1,0,3,0
1503,https://radarjember.jawapos.com/berita-daerah/jember/14/08/2020/sopir-fuso-langsung-diamankan,"Sopir Fuso Langsung Diamankan
","JEMBER , RADARJEMBER.ID Syaiful , 52 , sopir Truk Fuso bernopol P 8525 UG yang menjadi awal penyebab kecelakaan beruntun di KM 22 di Dusun Krajan , Desa Sempolan , Kecamatan Silo langsung diamankan oleh petugas berwajib . Sebelum diamankan terlihat istri dan anak anaknya datang ke Mapolsek Silo . Saat dikeluarkan dari ruang tahanan Mapolsek , Syaiful terlihat pucat dengan pandangan matanya yang kosong . Kakinya pun pincang serta harus digandeng , usai terjepit kabin truk Fuso yang disopirinya . Fuso yang mengangkut kedelai puluhan ton dari arah Banyuwangi mengalami rem blong sejak di depan Pasar Sempolan , Kecamatan Silo . Dalam kecelakaan beruntun tersebut ada lima orang meninggal dunia . Kasatlantas Polres Jember AKP Jimmy Heryanto melalui Kanitlaka Ipda Hery Yuliawan mengatakan , terjadinya kecelakaan beruntun di KM 22 tersebut karena rem Fuso tidak berfungsi alias blong . Hingga saat ini sopir masih menjalani pemeriksaan , kata Hery .",km 22 dusun krajan desa sempolan kecamatan silo,"Sempolan, Jember, Jawa Timur, Indonesia","(-8.2024432, 113.8524923)",-8.2024432,113.8524923,,Sempolan,Jember,Jawa Timur,,,,,[52],1,0,0,0,0,0,5,0
3839,https://radargresik.jawapos.com/pojok-perkoro/14/08/2020/oleng-tabrak-pikep-pemotor-terluka,"Oleng Tabrak Pikep, Pemotor Terluka","GRESIK Nasib apes dialami Aldino Bagus Romadlon , 20 , warga Dusun Kebonsari RT 01/RW 04 , Desa Palangan , Karangbinangun Lamongan . Lantaran kurang konsentrasi saat mengendari sepeda motor , korban yang berboncengan dengan Ayu Trinursila Ningrum ,17 , asal Jalan Setro Bartu Utara 5/90 RT 9 Rw 3 Kelurahan Dukuh Setro Kecamatan Tambaksari , Kota Surabaya terpaksa dilarikan ke rumah sakit usai menabrak mobil pikap dari arah berlawanan . Kejadian tersebut bermula saat korban yang mengendarai sepeda motor honda Beat nopol L 3031 SR berjalan sedang dari arah barat ke timur . Sesampainya di lokasi kejadian , ia tiba-tiba tidak bisa mengendalikan kendaraannya hingga oleng kekanan dan melewati marka jalan . Nahas , dari arah berlawanan datang mobil pikep nopol W 9049 CA yang dikemudikan Abdul Hasan , 33 , asal Dusun Sekarsari RT 17 RW 5 Desa Sukomulyo Kecamatan Manyar , Kabupaten Gresik . Karena jaraknya sudah dekat , tabrakan pun tidak bisa dihindari , ujar Kanit Laka Lantas Polres Gresik Ipda Yossy Eka Prasetya . Kedua pemotor terpental dan jatuh dari kendaraannya . Karena mengalami luka , keduaya kemudian di bawa ke RS Mabarrot Bungah untuk menjalani perawatan . Aldino luka pada kaki dan tangan , Dewi luka di kepala , pungkas Yossy .",,,,,,,,,,,,,,"[20, 33]",0,1,1,0,0,0,0,2
257,https://news.detik.com/berita-jawa-timur/d-5132430/truk-tabrak-5-kendaraan-di-jember-lima-orang-tewas,"Truk Tabrak 5 Kendaraan di Jember, Lima Orang Tewas","Jember - Truk Fuso menabrak sejumlah kendaraan saat melintas di jalan raya Kecamatan Silo , Jember . Lima orang tewas dalam kecelakaan tersebut . Menurut Kanit Lantas Polsek Sempolan Ipda Sugeng Romdoni , kecelakaan terjadi sekitar pukul 16.00 WIB . Saat itu truk fuso melaju dari arah timur . `` Tepatnya di Dusun Krajan , Desa Sempolan . Tepatnya depan balai desa . Korban meninggal 4 orang . Yang kemudian menabrak truk bermuatan air mineral dari arah Jember menuju Banyuwangi , hingga truk terbalik , '' jelasnya . Sementara saat wartawan melakukan konfirmasi di Puskesmas Silo 1 , menurut petugas Puskesmas yang enggan disebutkan namanya , korban kecelakaan itu mencapai 10 orang . `` Luka parah 5 orang , meninggal dunia 5 orang di TKP . Untuk satu anak kecil itu meninggal di perjalanan saat dibawa ke RSD dr Soebandi , '' ujarnya . `` Sedangkan satu orang lainnya sudah dikirim ke RSD dr Soebandi Jember , '' lanjutnya . Sementara korban meninggal , katanya , ada yang sudah dibawa pulang ke rumah korban . `` Dibawa ke Benculuk , Banyuwangi satu orang , dibawa ke Sempolan anak dan ibu itu dan 2 korban meninggal lainnya masih di kamar jenazah RSD dr Soebandi , '' pungkasnya .",jalan raya kecamatan silo jember,"Silo, Jember, Jawa Timur, Indonesia","(-8.2442273, 113.8595156)",-8.2442273,113.8595156,,Silo,Jember,Jawa Timur,,,,sore,,1,0,0,0,0,0,5,5
3726,https://radarsidoarjo.jawapos.com/kriminal-delta/13/08/2020/mr-x-tewas-tertabrak-kereta-satu-orang-meninggal-terlindas-truk,"Mr.X Tewas Tertabrak Kereta, Satu Orang Meninggal Terlindas Truk","SIDOARJO Seorang pria tanpa indentitas ditemukan tewas tertabrak kereta api di Km . 29/5 Bringinbendo Kecamata Taman , Rabu ( 12/8 ) sekitar pukul 06.30 . Korban tertabrak KA KRD lok CC2017702 jurusan Kertosono Surabaya yang saat itu melintas . Kapolsek Taman Kompol Heri Setyo Susanto menceritakan , korban saat itu sedang berada di perlintasan kereta api di bawah layang Trosobo , Taman . Tiba-tiba ada kereta api yang melintas dan korban akhirnya tertabrak . Pria yang diperkirakan berusia 30 tahun itu mengalami pecah kepala . Korban kemudian dibawa ke RSUD Sidoarjo untuk menjalani visum , katanya . Sementara , Selasa ( 11/8 ) sekitar pukul 20.30 , Stevani Dyah Anggraini , 20 , warga Desa Pandanwangi RT 07/RW 03 Kecamatan Diwek , Kabupaten Jombang tewas terlintas truk Nissan . Truk diketahui dikendarai oleh Eko , 46 , warga Kendung Rejo 3/59-A RT 03/RW 08 Sememi , Kota Surabaya . Kanit Lantas Polresta Sidoarjo AKP Sugeng Sulistiyono menceritakan , awalnya korban berboncengan dengan Leli Dwi Anggraini , 18 , warga Desa Brambang RT 01 RW 03 Kecamatan Diwek , Kabupaten Jombang . Keduanya mengendarai Honda Vario dan melaju dari timur ke barat di lajur kanan . Sesampai di jalan raya itu korban berusaha mendahului sepeda motor Honda Vario yang ada di depannya , katanya . Korban berusaha mendahului dari sebelah kanan . Akhirnya terjadi serempetan antara korban dengan motor yang dikendarai oleh A Khanif Mawardi , 26 , warga Penggaron RT 05/RW 02 Mojowarno Jombang . Akibatnya dua kendaraam itu oleng dan terjatuh ke lajur kiri . Nahas , korban justru tertabrak dan terseret kendaraan truk Nissan yang berjalan dari arah yang sama , barat ke timur . Akibatnya kepala korban pecah . Tiga orang mengalami luka atas kejadian itu . Kami langsung melakukan olah TKP dan memeriksa saksi saksi , jelasnya .",km,,,,,,,,,2020-08-12,Wednesday,August,pagi,"[20, 46, 18, 26]",1,0,1,0,1,0,1,3
1505,https://radarjember.jawapos.com/headline/13/08/2020/hindari-jeglongan-malah-terperosok-ke-jurang,"Hindari Jeglongan, Malah Terperosok ke Jurang
","TERJUN BEBAS : Mobil pikap P 9482 VQ yang disopiri M Suni Rohid masuk ke jurang di jalur Gumitir dengan kedalaman sekitar 20 meterSILO.RADARJEMBER.ID Apes nian nasib Muhammad Suni Rohid , warga Dusun Resumulyo , Desa Genteng Wetan , Kecamatan Genteng Banyuwangi . Maksud hati ingin mendari jalan amblas , tapi kendaraan yang dia kemudikan justru masuk ke jurang . Tak ada korban jiwa dalam insiden , Kamis ( 13/8 ) sekitar pukul 12.30 ini . Sopir dan dua penumpang yang duduk di kursi depan selamat . Kecelakaan itu bermula , saat pikap L 300 P 9482 VQ yang dikemudikan pemuda 22 tahun itu melaju dari arah Banyuwangi tujuan Jember . Sesampainya di KM 36 Dusun Gumitir , Desa Sidomulyo , Kecamatan Silo , Jember , persis di tikungan leter S , kondisi jalan aspal tidak rata . Sehingga mobil oleng dan kehilangan kendali , kata sopir yang hanya mengalami luka lecet tersebut . Rohid mengaku tidak tahun kalau jalan aspal di tikungan itu bergelombang dan tidak beraspal . Tiba tiba mobil oleng ke kanan . Karena takut ada kendaraan maka saya banting setir ke kiri dan mobil langsung nyelonong masuk jurang , ujarnya . Beruntung mobil dalam kondisi kosong dan tidak terbalik . Posisi kendaraan saat masuk jurang sama seperti semula , sehingga mobil terus berjalan dan menyasak kebun kopi . Jadi masuk ke kebun , kata sopir yang ditemani dua kawannya , Hasan dan Jakfar . Sementara itu , Kapolsek Silo AKP Suhartanto menjelaskan , tak ada korbann jiwa baik itu sopir dan dua penumpangnya . Pikap itu masuk jurang dengam kedalaman sekitar 20 meteran , jelasnya .",km 36 dusun gumitir desa sidomulyo kecamatan silo jember,,,,,,,,,2020-08-13,Thursday,August,siang,[22],0,1,0,0,0,0,0,1
3840,https://radargresik.jawapos.com/pojok-perkoro/13/08/2020/gagal-nyalip-pemuda-asal-mojosarirejo-tewas,"Gagal Nyalip, Pemuda Asal Mojosarirejo Tewas","GRESIK Kecelakaan maut antara dua sepeda motor terjadi di ruas Jalan Raya Desa Karangandong , Kecamatan Driyorejo , Selasa ( 11/8 ) . Akibatnya , satu korban tewas . Kanit Laka Satlantas Polres Gresik Ipda Yossy menuturkan , kecelakaan terjadi antara sepda motor Yamaha R15 Nopol L 5376 CZ yang dikendarai Rafi Dafa Ardana ,19 , warga Desa Slempit RT 7 RW 7 Kecamatan Kedamean . Rafi bersenggolan dengan sepeda motor Honda Scoopy Nopol W 2172 CQ yang ditunggangi Raka Agus Septa ,17 , pelajar asal Desa Mojosarirejo RT 01 RW 01 Kecamatan Driyorejo . Rafi melaju dari arah Utara menuju selatan dengan kecepatan sedang . Setibanya di TKP , Rafi hendak mendahului melalui lajur kanan motor yang dikendarai Raka yang melaju searah di depannya . Saat mendahului kurang memerhatikan arah depan dengan jelas dan kurang jaga jarak sehingga berbenturan dengan Scoopy yang hendak disalipnya , jelasnya . Akibatnya kejadian tersebut , Rafi terjatuh dari kendaraannya dan mengalami sejumlah luka . Korban kemudian dilarikan ke RS Anwar Medika Sidoarjo guna mendapat pertolongan . Namun dalam perawatan , Rafi harus menghembuskan nafas terakhirnya .",,,,,,,,,,2020-08-11,Tuesday,August,,,0,0,1,0,0,0,2,0
948,https://radarbromo.jawapos.com/pandaan/13/08/2020/jadi-korban-tabrak-lari-di-carat-gempol-kakek-patah-tulang,"Jadi Korban Tabrak Lari di Carat Gempol, Kakek Patah Tulang","GEMPOL , Radar Bromo Apes dialami Kasman . Kakek 83 tahun asal Desa Carat , Kecamatan Gempol , itu Rabu pagi ( 12/8 ) harus dilarikan ke IGD RS Bhayangkara , Watukosek , Gempol , usai jadi korban tabrak lari . Ia mengalami patah tulang pada kaki kanan . Itu , setelah motor Honda Beat W 3657 QY yang dikendarainya tertabrak kendaraan lain yang belum diketahui jenis dan nopolnya . Insiden tersebut terjadi di ruas jalan nasional jurusan Mojokerto Pasuruan , masuk Desa Carat , Kecamatan Gempol . Motornya berjalan dari arah utara ke selatan , lalu belok kiri . Kemudian tertabrak kendaraan tidak diketahui jenis dan nopolnya , berjalan dari arah barat ke timur dan langsung kabur , ujar Kanit Lantas Polsek Gempol Ipda Johanes . Setelah mengevakuasi dan melarikan korban ke rumah sakit , petugas piket Unit Lantas Polsek Gempol langsung mengevakuasi motor korban ke poslantas polsek setempat . Motor itu alami kerusakan di slebor depan pecah dan cover knalpotnya juga pecah . Kini , motor itu diamankan di Poslantas Polsek Gempol . Dari hasil olah TKP , posisi korban kurang menguntungkan . Sebab , saat belok kiri kurang hati-hati dan tertabrak kendaraan lain , jelas Johanes .",,,,,,,,,,2020-08-12,Wednesday,August,pagi,[83],0,0,1,0,0,0,0,0
1508,https://radarjember.jawapos.com/headline/12/08/2020/selip-bus-nyaris-masuk-jurang,"Selip, Bus Nyaris Masuk Jurang
","SEDIKIT LAGI : Kondisi bus yang hampir terjun ke jurang , akibat selip . Proses evakuasi masih menunggu teknisi dari Probolinggo . JEMBER , RADARJEMBER.ID Kecelakaan tunggal dialami bus Mila bernopol N 7887 US yang dikemudikan Paiman , 54 , warga Jalan Slamet Riyadi RT 04 RW 08 Kecamatan Kanigaran , Probolinggo . Bus tersebiut selip dan nyaris masuk jurang , tak jauh dari persimpangan depan Pabrik Gondorukem , Desa Garahan , Kecamatan Silo , Rabu ( 13/8 ) pukul 03.30 . Beruntung tidak ada korban jiwa dalam peristiwa tersebut . Saat itu bus tengah mengangkut sembilan penumpang , dan semuanya langsung dievakuasi ke bus lain untuk melanjutkan perjalanan menuju Banyuwangi . Bus jurusan Jogjakarta-Banyuwangi mengalami selip karena jalan licin , hingga mengarah ke bibir juranh . Beruntung saat selip , badan bus sebelah kiri masih tertahan pohon waru yang ada di tikungan . Hanya bagian ban depan sebelah kiri saja yang terperosok ke jurang , kata Kapolsek Silo AKP Suhartanto . Proses evakyasi bus , lanjut dia , masih menunggu derek dan teknisi bengkel dari Probolinggo . Dirinya memastikan jalur Jember-Banyuwangi tetap lancar meski adanya kecelakaan ini . Karena posisi badan bus berada di luar jalan aspal , pungkas Suhartanto .",,,,,,,,,,2020-08-13,Thursday,August,pagi,[54],0,0,0,0,0,1,0,0
1509,https://radarjember.jawapos.com/headline/12/08/2020/ngebut-pemotor-seruduk-avanza,"Ngebut, Pemotor Seruduk Avanza
","JEMBER , RADARJEMBER.ID Ini akibatnya bila mengendarai motor dengan kecepatan tinggi . Selain merugikan orang lain , juga bisa merugikan dirinya sendiri . Rony , 19 , yang mengendarai sepeda motor bernopol P 2339 CO harus rela berkebalan dengan aspal . Dirinya menabrak bagian belakang Toyota Avanza bernopol B 2204 BFT yang tengah dikemudikan Didik , 40 , Rabu ( 12/8 ) . Roni berkendara dengan kecepatan tinggi dari arah timur di Jalan MH Thamrin , Lingkungan Gladakpakem , Kelurahan Kranjingan , Sumbersari , Jember . Sesampai di lokasi , ada dua mobil yang hendak masuk ke komplek persewaan gudang di sekitar tempat tersebut . Karena jarak yang terlalu dekat , Rony tidak bisa menguasai laju motornya dan menghantam bagian belakang mobil . Kerasnya benturan membuat bagian depan motor sampai terperosok masuk di bawah mobil . Warga yang berada di sekitar lokasi langsung menolong Rony yang terlempar ke jalan aspal . Sementara untuk mengeluarkan motor yang ada di bawah mobil , warga terpaksa mengangkat badan mobil .",jalan mh thamrin lingkungan gladakpakem kelurahan kranjingan sumbersari jember,,,,,,,,,2020-08-12,Wednesday,August,,"[19, 40]",0,1,1,0,0,0,0,0
950,https://radarbromo.jawapos.com/utama/11/08/2020/kasihannya-pemotor-ini-jadi-korban-tabrak-lari-di-gempol,"Kasihannya Pemotor Ini, Jadi Korban Tabrak Lari di Gempol","GEMPOL , Radar Bromo- Kecelakaan lalu lintas terjadi di ruas jalan nasional jurusan PasuruanMojokerto , tepatnya Desa Carat , Kecamatan Gempol . Di lokasi ini , seorang pemotor menjadi korban tabrak lari . Pemotor bernasib sial itu adalah Nur Kastrianto , 23 , asal Desa Kejapanan , Kecamatan Gempol . Motor Honda Vario nopol N 6261 TDD yang dikendarainya , diserempet truk boks tidak diketahui nopolnya . Akibatnya , dia terjatuh dan mengalami luka-luka tangan , kaki dan dahunya lecet dan harus dilarikan ke IGD RS . Bhayangkara , Watukosek , Gempol , untuk mendapatkan perawatan . Truk boksnya berjalan dari arah timur ke barat . Sesampainya di TKP menyerempet motor dikendarai korban yang berjalan searah . Korban saat itu juga terjatuh , dan truk boksnya kabur , jelas Kanit Lantas Polsek Gempol Ipda Johanes . Petugas yang tiba di lokasi kejadian , secepatnya mengevakuasi korban ke rumah sakit . Selanjutnya , mengamankan motornya dan membawanya ke poslantas polsek setempat di Apollo . Truk boksnya yang kabur pemicu terjadinya laka lantas ini . Saat ini masih proses lidik dan belum terungkap . Pengendara motornya di posisi menguntungkan , tukasnya .",apollo,"APOLLO, Jalan Dhoho, Pocanan, Kediri, Jawa Timur, 64123, Indonesia","(-7.817122100000001, 112.01300774626438)",-7.817122100000001,112.01300774626438,APOLLO Jalan Dhoho,Pocanan,Kediri,Jawa Timur,,,,,[23],1,0,1,0,0,0,0,1
2685,https://radarmadiun.jawapos.com/ngebut-vario-sasak-patok-jalan-radar-madiun,"Ngebut, Vario Sasak Patok Jalan ÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Radar Madiun","NGAWI , Jawa Pos Radar Ngawi Kecelakaan lalu lintas ( laka lantas ) tunggal terjadi di Jalan Raya NgawiMantingan Km 16 masuk Desa Bangunrejo Kidul , Kedunggalar , Senin ( 10/8 ) . Seorang pengendara motor Honda Vario menabrak pembatas jalan hingga tergeletak di antara dedaunan jati kering . Insiden itu bermula saat Ilyas , 46 , warga Desa Tambakboyo , Mantingan , mengendarai Vario nopol AE 5813 K dari arah timur dengan kecepatan tinggi . Diduga kurang konsentrasi , sampai tempat kejadian perkara ( TKP ) sekitar pukul 11.15 , motor korban mendadak oleng . Saat melewati tikungan , tiba-tiba motor oleng ke kiri , lalu menabrak patok pembatas jalan . Korban terperosok di selokan air yang tertutup jati kering di samping jalan , kata Suyatno , saksi mata . Kanit Laka Lantas Polres Ngawi Ipda Sulanjar Tri Setiawan menjelaskan , hasil olah TKP menunjukkan insiden tersebut disebabkan korban kurang konsentrasi saat berkendara . Apalagi , melaju dengan kecepatan tinggi . Dari keterangan korban dan olah TKP , pengendara kesulitan menikung akibat kelewat tinggi lajunya , paparnya . Akibat kecelakaan tersebut Ilyas menderita luka robek dan bengkak di bagian mata . Sedangkan sepeda motor yang dikendarai mengalami kerusakan parah . Korban dalam kondisi sadar saat hendak dibawa ke rumah sakit , ungkapnya .",jalan raya ngawimantingan km 16 desa bangunrejo kidul kedunggalar,,,,,,,,,2020-08-10,Monday,August,pagi,[46],0,0,1,0,0,0,0,1
